,Iq_RMS,Id_RMS,Is_RMS,Iq_Pk,Id_Pk,Is_Pk,currentAngle,psiM_RMS,psiD_RMS,psiQ_RMS,psiM_Pk,psiD_Pk,psiQ_Pk,Lq,Ld,Torque(Nm),TopSpeed
0,10.0,-10.0,14.1,14.142135623730951,-14.142135623730951,19.94041122946064,-45.0,0.04064978113042686,0.03948063026331371,0.006193100446237508,0.057487471782147595,0.055834042769415906,0.008758366644207951,0.0006193100446237506,0.00011691508671131527,-5.072044447045363,9755.850505828857
1,10.0,-20.0,22.4,14.142135623730951,-28.284271247461902,31.67838379715733,-63.4,0.0406497811029774,0.038315979326916605,0.006369954470867914,0.057487471743328196,0.0541869776197326,0.009008476004400537,0.0006369954470867912,0.00011669008880303977,-5.424475718883452,10037.548446655273
2,10.0,-30.0,31.6,14.142135623730951,-42.42640687119285,44.68914857098981,-71.6,0.04064978042865768,0.037155927049396166,0.006544215926533941,0.057487470789696106,0.052546415955801395,0.00925491891840231,0.0006544215926533941,0.0001164617793087172,-5.779790634590158,10333.937740325928
3,10.0,-40.0,41.2,14.142135623730951,-56.568542494923804,58.26559876977152,-76.0,0.04064978124041315,0.036000685339211955,0.006715819927750612,0.05748747193769169,0.050912657461439796,0.009497603624280416,0.0006715819927750615,0.0001162273975300299,-6.137460034508495,10646.057605743408
4,10.0,-50.0,51.0,14.142135623730951,-70.71067811865476,72.12489168102785,-78.7,0.04064978134690365,0.03485050279862925,0.006884475516609296,0.057487472088292,0.049286053713343,0.009736118645414387,0.0006884475516609297,0.00011598557096548792,-6.497864730833326,10975.038719177246
5,10.0,-60.0,60.8,14.142135623730951,-84.8528137423857,85.98418459228418,-80.5,0.04064978121263354,0.0337055772721807,0.007049777189880418,0.05748747189840539,0.0476668845059323,0.009969890513637374,0.000704977718988042,0.00011573673234088061,-6.86218843579326,11322.136306762695
6,10.0,-70.0,70.7,14.142135623730951,-98.99494936611666,99.98489885977783,-81.9,0.04064978017624545,0.032566045839571345,0.007211284963064259,0.0574874704327313,0.04605534369918571,0.01019829699690264,0.0007211284963064273,0.00011548191909534439,-7.231926695977321,11688.747692108154
7,10.0,-80.0,80.6,14.142135623730951,-113.13708498984761,113.98561312727146,-82.9,0.04064978020016093,0.0314319659982533,0.007368839064534315,0.0574874704665529,0.0444515126067798,0.0104211121440091,0.0007368839064534323,0.00011522267752384543,-7.606724667788034,12076.413822174072
8,10.0,-90.0,90.6,14.142135623730951,-127.27922061357856,128.1277487510024,-83.7,0.040649781495079286,0.030303542823346435,0.007522813329525304,0.057487472297844,0.042855681248730404,0.010638864637815786,0.0007522813329525302,0.00011495820746369834,-7.985469337591585,12486.717414855957
9,10.0,-100.0,100.5,14.142135623730951,-141.4213562373095,142.12846301849606,-84.3,0.04064978219473437,0.029180809464725725,0.0076738375532973005,0.057487473287305704,0.0412678965060403,0.010852445143321012,0.0007673837553297309,0.00011468972730008645,-8.368370206496174,12921.408367156982
10,10.0,-110.0,110.5,14.142135623730951,-155.56349186104046,156.27059864222701,-84.8,0.040649781833563034,0.028063643419585584,0.0078231794858154,0.05748747277653231,0.0396879851335804,0.011063646529719116,0.0007823179485815393,0.00011441944012706773,-8.75543119773784,13382.35912322998
11,10.0,-120.0,120.4,14.142135623730951,-169.7056274847714,170.27131290972068,-85.2,0.04064978195153496,0.026951734841506588,0.007971495864587784,0.057487472943369804,0.0381155089423421,0.011273397564101086,0.0007971495864587776,0.00011415039258356975,-9.14249927124527,13871.725463867188
12,10.0,-130.0,130.4,14.142135623730951,-183.84776310850236,184.41344853345163,-85.6,0.04064978237404852,0.02584447623251286,0.008118676074343663,0.05748747354089421,0.0365496088004488,0.011481541812850767,0.0008118676074343672,0.00011388697031950504,-9.526856448481501,14392.09909439087
13,10.0,-140.0,140.4,14.142135623730951,-197.9898987322333,198.55558415718258,-85.9,0.04064978311663247,0.02474129501637055,0.00826447763608636,0.057487474591066505,0.034989474962825104,0.011687736358882468,0.000826447763608636,0.00011363205785901371,-9.907783264485943,14946.344089508057
14,10.0,-150.0,150.3,14.142135623730951,-212.13203435596427,212.5562984246762,-86.2,0.04064978251432089,0.02364186325215932,0.008408937008711143,0.057487473739269296,0.0334346436509738,0.011892032762860345,0.0008408937008711142,0.00011338612841441047,-10.287539128122894,15537.418365478516
15,10.0,-160.0,160.3,14.142135623730951,-226.27416997969522,226.69843404840717,-86.4,0.04064978299330343,0.022546096023542704,0.008552220644066388,0.057487474416652896,0.0318849947750602,0.012094666423245852,0.0008552220644066388,0.00011314804356100453,-10.669184002244744,16168.332767486572
16,10.0,-170.0,170.3,14.142135623730951,-240.41630560342617,240.84056967213812,-86.6,0.04064978344988405,0.021453894780995995,0.008694548963222856,0.05748747506235541,0.0303403889650099,0.012295949062506695,0.0008694548963222867,0.00011291699216992973,-11.053144247988001,16842.251110076904
17,10.0,-180.0,180.3,14.142135623730951,-254.55844122715712,254.98270529586907,-86.8,0.040649783023766435,0.020365041144265243,0.008836127099839532,0.057487474459734095,0.028800517384506,0.012496170783445509,0.0008836127099839516,0.0001126930104416733,-11.438279154255884,17562.530422210693
18,10.0,-190.0,190.3,14.142135623730951,-268.70057685088807,269.12484091960005,-87.0,0.04064978332477762,0.019279226921501063,0.008976976537452887,0.0574874748854282,0.027264944184455298,0.01269536196837094,0.0008976976537452874,0.000112476612648824,-11.823529638377275,18332.707118988037
